X1 lower, X1 upper, Result, Total Time, DNN Time, Num Branches, Num Flowpipes
0.660200, 0.660250, SAFE, 6621.831599, 2938.561035, 5, 17389
0.660150, 0.660200, SAFE, 6633.583557, 2887.059814, 5, 17389
0.660250, 0.660300, SAFE, 6604.187989, 2918.910645, 5, 17389
0.660300, 0.660350, SAFE, 6576.444949, 2871.715820, 5, 17389
0.660350, 0.660400, SAFE, 6487.372627, 2837.732178, 5, 17389
0.660400, 0.660450, SAFE, 6411.567417, 2810.964844, 5, 17389
0.654700, 0.654750, SAFE, 32340.548749, 14304.690430, 25, 84210
0.660450, 0.660500, SAFE, 6558.331597, 2826.999268, 5, 17389
0.660600, 0.660650, SAFE, 6431.762485, 2807.764160, 5, 17389
0.660550, 0.660600, SAFE, 6535.569555, 2890.589844, 5, 17389
0.660500, 0.660550, SAFE, 6597.923125, 2877.648438, 5, 17389
0.660650, 0.660700, SAFE, 6526.608319, 2865.770996, 5, 17389
0.660700, 0.660750, SAFE, 6474.906583, 2820.343018, 5, 17389
0.660750, 0.660800, SAFE, 6513.539558, 2837.426758, 5, 17389
0.660800, 0.660850, SAFE, 6577.901168, 2875.973389, 5, 17389
0.660850, 0.660900, SAFE, 6507.358726, 2832.110352, 5, 17389
0.660900, 0.660950, SAFE, 6489.969220, 2826.721924, 5, 17389
0.660950, 0.661000, SAFE, 6546.919955, 2888.278320, 5, 17389
0.661050, 0.661100, SAFE, 6466.320155, 2823.067139, 5, 17389
0.661000, 0.661050, SAFE, 6512.793052, 2840.841553, 5, 17389
0.661100, 0.661150, SAFE, 6470.099657, 2841.277100, 5, 17389
0.661200, 0.661250, SAFE, 6480.358038, 2819.295166, 5, 17389
0.661300, 0.661350, SAFE, 6425.442700, 2793.800293, 5, 17389
0.661150, 0.661200, SAFE, 6547.660642, 2828.911621, 5, 17389
0.661250, 0.661300, SAFE, 6522.461434, 2833.648682, 5, 17389
0.661350, 0.661400, SAFE, 6509.734345, 2841.791260, 5, 17389
0.661400, 0.661450, SAFE, 6403.046437, 2806.640625, 4, 16750
0.661450, 0.661500, SAFE, 6415.815756, 2843.228760, 4, 16750
0.661500, 0.661550, SAFE, 6352.361444, 2784.697754, 4, 16750
0.661550, 0.661600, SAFE, 6373.266082, 2799.342529, 4, 16750
0.661600, 0.661650, SAFE, 6355.851784, 2802.528076, 4, 16750
0.658500, 0.658550, SAFE, 24783.178114, 10660.236328, 20, 68963
0.659650, 0.659700, SAFE, 16988.288415, 7257.879883, 10, 46311
0.658600, 0.658650, SAFE, 24756.369511, 10655.617188, 21, 67535
0.659450, 0.659500, SAFE, 21302.980631, 9053.157227, 13, 58626
0.659500, 0.659550, SAFE, 21015.340836, 9002.791016, 13, 58626
0.662500, 0.662550, SAFE, 6190.590550, 2666.310059, 8, 18180
0.659600, 0.659650, SAFE, 20114.568809, 8459.950195, 12, 57727
0.662450, 0.662500, SAFE, 6281.830123, 2683.629883, 8, 18180
0.659550, 0.659600, SAFE, 20395.735627, 8640.732422, 12, 57727
0.662550, 0.662600, SAFE, 6241.923797, 2657.555908, 8, 18180
0.662600, 0.662650, SAFE, 6242.917285, 2696.990967, 8, 18180
0.662650, 0.662700, SAFE, 6260.711538, 2657.757080, 8, 18180
0.659700, 0.659750, SAFE, 20707.679350, 9112.671875, 17, 54667
0.662700, 0.662750, SAFE, 6224.529862, 2699.028564, 8, 18180
0.662750, 0.662800, SAFE, 6305.040187, 2700.882568, 8, 18180
0.662800, 0.662850, SAFE, 6176.523374, 2636.827881, 8, 18180
0.661800, 0.661850, SAFE, 11970.934419, 5016.971191, 13, 34869
0.661750, 0.661800, SAFE, 12087.570339, 5155.591309, 13, 34869
0.661900, 0.661950, SAFE, 12018.719190, 5076.913086, 13, 34869
0.661850, 0.661900, SAFE, 12080.521627, 5072.833008, 13, 34869
0.661950, 0.662000, SAFE, 11908.612112, 4996.745117, 13, 34869
0.662850, 0.662900, SAFE, 6329.268921, 2690.219727, 8, 18180
0.662900, 0.662950, SAFE, 6284.665809, 2692.404785, 8, 18180
0.661700, 0.661750, SAFE, 14530.635736, 6018.264160, 14, 43051
0.662000, 0.662050, SAFE, 12017.195801, 5087.362793, 13, 34869
0.662400, 0.662450, SAFE, 10145.255594, 4216.539062, 10, 29857
0.662950, 0.663000, SAFE, 6319.515787, 2678.201416, 8, 18180
0.663000, 0.663050, SAFE, 6325.336418, 2735.891357, 8, 18180
0.662050, 0.662100, SAFE, 12148.450265, 5152.487793, 13, 34869
0.662100, 0.662150, SAFE, 12198.271445, 5229.998047, 16, 35178
0.662150, 0.662200, SAFE, 12270.303610, 5257.850586, 16, 35178
0.662250, 0.662300, SAFE, 12238.056209, 5246.570312, 16, 35178
0.662200, 0.662250, SAFE, 12341.815850, 5293.643066, 16, 35178
0.662300, 0.662350, SAFE, 12331.579159, 5334.914551, 16, 35178
0.663050, 0.663100, SAFE, 6332.027933, 2730.289307, 8, 18180
0.662350, 0.662400, SAFE, 12478.237362, 5258.379395, 16, 35178
0.663100, 0.663150, SAFE, 6325.555569, 2712.794678, 8, 18180
0.663150, 0.663200, SAFE, 6360.769196, 2724.431152, 8, 18180
Covered Ranges:
0.650000, 0.654100
0.654650, 0.658550
0.658600, 0.658650
0.659450, 0.661650
0.661700, 0.663200
Uncovered Ranges:
0.654100, 0.654650
0.658550, 0.658600
0.658650, 0.659450
0.661650, 0.661700
